student_id,age,gender,education_level,stream,board,aptitude_logical,aptitude_verbal,aptitude_numerical,aptitude_spatial,personality_openness,personality_conscientiousness,personality_extraversion,personality_agreeableness,personality_neuroticism,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,career_outcome
STU080051,14,M,class_9,science_pcb,cbse,89.51,79.66,73.66,81.41,3.59,4.07,2.32,4.93,3.18,3.83,5.0,2.2,4.66,2.13,2.9,Doctor (MBBS)
STU180088,18,F,class_12,commerce,state,74.32,67.9,89.86,51.74,2.8,4.24,4.47,3.59,2.95,2.1,2.56,1.46,4.62,3.8,4.51,Product Manager
STU220048,15,F,class_9,arts,cbse,69.2,79.23,77.45,80.3,4.64,2.48,3.77,4.05,4.06,2.55,2.88,4.05,4.82,2.73,1.45,UX/UI Designer
STU050050,18,F,class_12,science_pcm,icse,91.26,82.0,73.7,69.67,3.66,3.4,2.67,3.48,2.87,4.38,4.05,3.73,2.5,2.96,1.7,Cloud Architect
STU110047,22,M,undergraduate,science_pcm,cbse,57.26,90.86,73.97,85.0,3.5,3.76,3.28,3.89,2.83,2.97,3.5,2.52,1.52,3.69,2.25,Biomedical Engineer
STU250092,22,F,undergraduate,arts,state,84.0,54.5,78.0,82.7,4.27,2.57,1.82,3.31,2.65,3.75,2.89,4.21,3.19,2.51,3.21,Fashion Designer
STU250115,17,M,class_11,arts,cbse,53.74,52.65,56.37,78.18,4.59,1.7,2.65,4.38,3.45,3.59,2.53,4.6,2.84,2.08,1.31,Fashion Designer
STU230009,18,F,class_12,arts,cbse,52.41,70.8,73.64,79.79,4.19,2.5,4.28,4.01,4.33,2.22,3.02,4.61,4.21,1.08,2.39,Graphic Designer
STU230032,16,F,class_11,arts,state,51.91,80.15,78.0,80.54,3.7,3.51,3.07,2.97,3.51,2.49,2.18,4.56,4.8,3.52,2.54,Graphic Designer
STU270005,17,F,class_11,undecided,cbse,84.0,71.21,72.61,87.35,3.94,4.48,3.34,4.06,3.69,1.65,1.94,3.88,3.16,3.69,2.64,Film Director
STU050031,14,F,class_9,undecided,ib,31.69,80.23,98.0,56.68,3.28,4.77,3.67,4.19,2.92,5.0,5.0,1.68,2.73,3.91,2.72,Cloud Architect
STU050073,18,F,class_12,science_pcb,cbse,97.0,57.64,72.2,67.67,3.54,3.26,2.6,2.86,2.27,4.42,3.41,2.38,2.6,2.39,1.91,Cloud Architect
STU090050,17,F,class_12,science_pcb,state,85.39,70.77,95.0,67.15,3.12,5.0,2.2,4.49,3.82,2.66,4.03,1.82,3.55,3.51,3.95,Dentist
STU040033,19,F,undergraduate,undecided,state,86.51,58.06,75.55,83.08,3.82,3.61,1.89,2.29,1.84,3.61,3.62,3.56,1.93,2.05,1.83,Cybersecurity Analyst
STU110085,14,M,class_9,science_pcm,cbse,55.0,69.66,90.78,54.04,3.92,4.88,2.69,4.36,1.34,4.1,3.78,1.88,1.21,1.52,4.1,Biomedical Engineer
STU220064,14,F,class_9,science_pcm,state,57.68,28.34,71.24,75.08,4.75,1.1,3.5,4.13,3.36,3.77,2.73,4.25,4.77,3.29,1.34,UX/UI Designer
STU320073,17,M,class_11,arts,cbse,84.86,83.14,66.41,78.47,4.1,3.1,3.2,3.8,4.2,2.79,3.0,1.93,4.29,4.77,2.34,Sports Manager
STU220027,15,O,class_10,vocational,state,60.37,22.82,91.92,97.1,4.31,3.15,2.89,3.62,4.27,3.03,1.48,2.81,4.71,3.49,3.16,UX/UI Designer
STU100113,17,F,class_11,science_pcm,cbse,81.9,78.98,79.7,57.65,3.3,4.6,4.11,3.58,3.53,2.36,4.7,2.51,1.24,4.02,3.73,Pharmacist
STU280050,16,F,class_11,arts,cbse,70.33,70.0,81.14,46.17,4.34,3.72,3.96,4.61,2.13,1.0,2.18,3.66,3.68,3.63,2.69,Content Writer
STU260031,21,M,undergraduate,arts,cbse,63.32,75.0,53.57,55.54,2.59,4.8,4.72,4.8,2.56,2.79,3.01,5.0,4.62,3.82,3.76,Journalist
STU340131,20,M,undergraduate,science_pcm,cbse,73.19,68.72,45.09,17.56,4.46,3.67,3.19,4.55,3.69,3.89,2.96,1.44,3.68,3.52,2.58,Airline Pilot
STU180029,17,F,class_11,commerce,state,89.29,73.51,78.67,71.93,3.02,3.57,4.39,2.85,2.04,3.28,3.54,3.61,2.63,4.79,3.22,Product Manager
STU270069,15,M,class_10,arts,cbse,59.25,78.24,54.06,85.67,4.03,2.7,3.98,3.0,3.17,2.79,2.79,4.91,3.35,4.8,2.8,Film Director
STU010050,17,F,class_11,science_pcm,state,83.29,79.23,60.02,51.06,5.0,3.62,2.97,2.67,2.48,3.12,4.15,2.45,2.25,3.09,3.11,Software Engineer
STU300030,19,F,undergraduate,science_pcm,icse,72.76,59.43,65.23,98.0,2.7,2.98,3.57,3.08,3.69,4.57,2.58,2.59,1.2,4.05,2.21,Defence Officer (Indian Armed Forces)
STU280065,15,O,class_10,commerce,cbse,60.32,72.0,48.45,46.55,3.96,3.43,3.87,4.19,2.53,3.23,3.48,4.68,4.54,4.4,2.31,Content Writer
STU060109,15,M,class_9,science_pcm,cbse,26.53,70.62,61.41,72.88,2.0,3.71,4.0,2.65,4.01,1.99,2.62,3.05,1.65,2.94,1.0,Mechanical Engineer
STU080023,18,F,class_12,science_pcb,state,56.02,78.41,91.14,80.19,4.0,4.67,4.5,4.66,3.61,2.88,3.73,1.9,4.26,1.61,1.0,Doctor (MBBS)
STU050120,18,M,class_12,commerce,cbse,88.51,66.28,77.15,69.02,4.16,4.28,2.85,2.2,2.35,3.4,3.82,1.8,3.8,4.45,3.37,Cloud Architect
STU340012,18,F,class_12,science_pcm,state,64.6,53.29,53.17,81.62,4.03,1.78,2.6,3.35,1.15,3.7,2.32,3.91,2.21,4.6,2.62,Airline Pilot
STU180082,22,M,undergraduate,science_pcm,cbse,86.52,78.14,85.66,75.43,4.08,4.35,3.91,1.0,3.3,3.21,2.0,1.4,4.1,3.13,4.17,Product Manager
STU340023,16,M,class_11,science_pcm,cbse,85.03,77.4,63.79,88.42,2.91,3.01,2.12,3.89,2.24,4.0,4.31,4.29,2.91,3.17,4.2,Airline Pilot
STU120011,18,M,undergraduate,arts,cbse,90.33,62.84,79.26,45.0,4.09,1.11,5.0,4.77,1.3,2.29,3.89,2.68,3.93,2.86,2.12,Clinical Psychologist
STU120007,14,M,class_9,arts,cbse,65.88,88.33,51.38,76.35,4.05,4.02,2.85,3.97,3.72,2.25,4.67,2.83,4.64,3.11,4.22,Clinical Psychologist
STU170026,16,M,class_11,arts,cbse,93.44,95.0,75.6,80.98,3.81,4.1,3.98,1.67,1.56,1.2,2.95,1.4,3.07,3.99,3.27,Digital Marketing Manager
STU250077,18,F,class_12,arts,icse,41.78,39.84,55.18,99.0,5.0,3.16,4.59,2.75,2.63,1.48,3.77,4.24,1.69,4.32,2.57,Fashion Designer
STU290117,16,M,class_10,science_pcm,cbse,83.78,81.42,78.26,56.88,3.85,4.74,4.15,3.71,1.82,2.2,4.48,1.31,4.38,4.54,4.43,IAS Officer
STU340124,16,F,class_10,science_pcm,state,78.68,42.96,72.3,92.76,3.87,3.46,1.82,4.25,1.67,4.16,2.84,4.5,2.71,4.3,2.91,Airline Pilot
STU240006,17,F,class_12,undecided,cbse,62.92,59.28,52.52,82.65,5.0,3.74,4.9,2.2,1.64,1.7,3.92,4.07,4.29,1.91,1.84,Architect
STU310070,18,F,class_12,science_pcm,state,88.39,99.0,91.79,89.19,2.48,4.08,4.4,3.89,1.59,2.85,4.19,2.5,4.0,3.98,2.46,Environmental Scientist
STU260012,15,M,class_10,science_pcm,icse,52.32,90.13,48.46,75.88,3.71,3.47,3.02,3.0,4.04,1.75,2.18,3.54,4.37,2.48,2.59,Journalist
STU330050,17,M,class_12,arts,ib,50.95,69.55,65.34,72.93,2.91,3.36,3.15,3.21,2.27,4.54,3.12,2.53,2.92,1.89,2.59,Chef / Culinary Arts
STU200085,19,M,undergraduate,arts,state,69.77,88.99,53.13,75.72,3.9,4.73,4.24,3.03,2.64,2.12,4.77,2.6,3.61,4.45,4.1,Corporate Lawyer
STU290012,18,M,undergraduate,arts,cbse,81.61,85.57,74.53,70.0,3.33,4.86,3.6,3.32,1.0,3.37,4.37,1.38,4.36,5.0,2.8,IAS Officer
STU220101,17,M,class_11,science_pcm,icse,69.38,80.0,58.87,48.67,4.16,2.3,2.47,2.2,4.18,4.2,2.06,4.39,3.55,3.23,1.16,UX/UI Designer
STU180057,17,F,class_12,commerce,icse,84.39,65.25,80.02,77.87,3.18,3.91,2.75,3.58,1.2,1.54,2.66,2.65,3.41,4.07,4.05,Product Manager
STU100036,15,F,class_9,science_pcb,cbse,57.96,59.04,83.8,45.0,3.61,4.04,3.0,4.0,2.2,2.56,4.98,1.57,2.36,3.8,3.64,Pharmacist
STU270104,18,M,undergraduate,arts,ib,42.0,31.61,35.46,73.86,4.53,3.02,4.13,2.66,2.57,1.56,3.64,4.32,2.37,3.26,1.36,Film Director
STU100050,14,O,class_9,science_pcb,ib,55.09,91.81,95.0,76.66,3.93,3.66,4.29,4.07,1.89,3.77,4.99,3.09,3.96,2.64,3.78,Pharmacist
STU080146,14,M,class_9,undecided,state,88.71,77.46,68.54,49.67,4.6,4.66,2.73,4.16,3.26,2.78,5.0,2.47,3.87,4.45,1.96,Doctor (MBBS)
STU100059,17,M,class_12,science_pcb,state,69.79,58.0,81.36,28.85,3.43,4.26,2.22,3.6,2.53,3.33,4.93,3.69,4.12,1.28,4.3,Pharmacist
STU270093,16,O,class_10,arts,icse,81.01,69.71,57.25,71.47,4.42,3.85,3.42,4.05,4.04,1.83,2.37,4.85,2.59,3.63,3.13,Film Director
STU120149,15,F,class_10,arts,cbse,79.74,82.05,71.54,63.17,3.57,3.67,2.52,4.44,3.9,2.82,4.26,1.66,4.09,1.58,2.21,Clinical Psychologist
STU100126,15,F,class_9,science_pcb,icse,63.34,67.3,95.0,49.27,2.5,4.07,3.04,2.13,1.67,2.55,1.57,2.61,4.73,1.2,2.49,Pharmacist
STU230063,16,O,class_11,arts,cbse,67.43,92.28,75.15,84.48,4.35,4.43,3.74,4.59,3.95,1.62,2.89,4.09,4.15,2.54,4.89,Graphic Designer
STU010036,16,M,class_10,science_pcm,cbse,71.83,50.74,86.15,62.82,3.87,3.77,1.8,2.33,2.85,3.12,4.64,2.38,3.55,1.6,3.37,Software Engineer
STU250095,18,M,undergraduate,arts,cbse,82.26,90.91,59.7,99.0,4.63,3.1,2.53,4.39,3.31,2.45,2.99,3.21,4.38,3.65,1.03,Fashion Designer
STU160096,16,F,class_11,undecided,ib,20.36,90.2,90.15,73.15,2.8,4.52,4.49,2.65,3.17,3.65,3.95,2.43,3.02,3.79,3.74,Management Consultant
STU230023,14,M,class_9,undecided,cbse,81.28,62.08,51.33,82.59,4.56,2.3,4.9,4.36,1.54,3.53,2.0,4.06,4.27,2.16,2.01,Graphic Designer
STU160110,17,F,class_12,arts,cbse,78.81,78.1,86.52,86.0,3.84,3.59,3.95,4.16,2.46,1.44,4.06,3.81,2.67,3.72,3.92,Management Consultant
STU210007,16,M,class_10,arts,icse,84.47,78.26,55.98,66.21,3.73,3.71,4.18,3.89,2.56,2.86,3.34,2.09,3.7,4.73,3.05,Civil Lawyer
STU150107,17,F,class_12,science_pcm,cbse,73.37,79.09,94.4,78.79,3.38,3.55,2.9,2.14,2.03,1.85,3.33,1.2,3.28,2.97,4.01,Investment Banker
STU230047,17,M,class_11,undecided,cbse,70.15,91.05,58.85,78.21,4.05,3.19,3.14,4.39,4.02,2.69,2.33,4.25,2.03,4.45,1.33,Graphic Designer
STU270034,16,M,class_11,arts,cbse,64.0,84.51,67.07,70.97,4.18,3.2,4.02,4.07,2.44,1.2,3.54,3.84,3.06,2.37,2.0,Film Director
STU090087,17,F,class_12,science_pcb,ib,86.54,70.83,81.01,73.49,3.92,4.84,3.55,3.5,1.78,3.98,1.57,2.49,2.73,3.35,2.33,Dentist
STU030050,18,M,class_12,vocational,state,75.35,38.75,89.13,72.4,3.0,3.82,3.78,2.72,3.41,2.7,3.48,2.84,1.6,3.83,2.71,AI/ML Engineer
STU150038,17,F,class_11,commerce,state,84.72,71.18,72.0,80.0,2.68,4.67,4.21,3.02,3.33,4.59,4.78,1.53,3.83,4.81,3.96,Investment Banker
STU180142,16,F,class_11,science_pcm,cbse,60.0,44.52,56.56,54.84,4.07,1.92,3.48,2.4,2.97,1.53,3.96,1.46,4.9,3.69,4.75,Product Manager
STU210114,15,F,class_9,arts,cbse,98.65,68.0,90.0,37.72,1.48,4.26,2.87,3.05,3.26,3.31,4.15,1.83,3.89,3.73,4.36,Civil Lawyer
STU220120,15,M,class_10,arts,state,80.35,51.75,100.0,71.45,4.23,3.75,2.57,2.92,1.68,2.4,2.37,4.6,3.51,4.13,2.2,UX/UI Designer
STU120032,15,M,class_10,science_pcb,cbse,92.0,79.88,69.27,71.58,4.6,4.36,2.25,3.69,2.22,4.43,4.55,3.06,3.85,3.33,1.9,Clinical Psychologist
STU280092,14,F,class_9,arts,cbse,51.92,55.92,68.33,58.32,3.86,4.82,4.24,3.0,2.17,3.06,3.4,3.25,3.57,2.51,2.19,Content Writer
STU100094,16,M,class_11,science_pcb,cbse,89.45,97.0,73.74,45.0,3.53,5.0,4.16,4.02,3.11,4.2,4.63,3.04,2.96,3.54,2.58,Pharmacist
STU300058,14,F,class_9,science_pcm,ib,69.05,71.72,45.0,98.0,2.53,3.58,2.87,4.35,1.89,4.19,3.89,4.12,1.69,4.03,1.97,Defence Officer (Indian Armed Forces)
STU120022,16,F,class_10,undecided,cbse,75.05,26.48,88.45,74.49,3.48,5.0,4.32,5.0,3.03,2.0,3.96,2.59,3.93,2.19,4.3,Clinical Psychologist
STU300039,22,M,undergraduate,arts,cbse,64.11,41.77,82.75,78.5,2.73,3.53,2.76,2.73,3.33,4.46,4.21,4.14,3.3,2.67,3.65,Defence Officer (Indian Armed Forces)
STU080130,19,F,undergraduate,science_pcb,ib,67.49,100.0,79.46,58.48,3.66,3.81,4.73,4.28,3.38,2.38,4.42,3.46,3.75,1.64,2.55,Doctor (MBBS)
STU190099,14,M,class_9,science_pcm,cbse,84.65,77.94,99.74,86.0,4.52,3.15,3.04,1.93,2.62,1.61,3.68,3.6,4.39,4.78,3.18,Entrepreneur
STU120043,18,M,class_12,arts,cbse,52.49,72.53,90.18,54.28,3.4,5.0,2.65,4.85,2.55,2.66,4.11,2.96,4.52,3.54,3.29,Clinical Psychologist
STU320065,18,M,undergraduate,commerce,cbse,89.75,55.76,84.34,56.19,4.11,4.45,3.39,2.94,3.15,3.26,3.15,1.47,3.27,3.87,3.86,Sports Manager
STU030073,22,M,undergraduate,science_pcm,icse,85.19,77.61,74.04,77.42,3.79,3.37,2.36,3.43,2.1,3.46,4.1,3.3,1.93,4.0,3.87,AI/ML Engineer
STU260019,18,M,class_12,arts,state,62.56,92.06,80.0,77.01,4.48,3.63,3.84,5.0,1.4,1.8,3.36,4.49,3.8,3.43,1.66,Journalist
STU130117,14,M,class_9,science_pcb,icse,75.47,71.14,94.22,72.5,4.54,4.99,3.63,4.56,1.7,3.32,4.38,2.75,4.82,2.98,3.01,Physiotherapist
STU100008,21,F,undergraduate,undecided,icse,83.52,91.79,88.13,45.0,2.95,3.95,3.91,5.0,2.26,2.72,4.0,4.43,4.13,3.08,1.47,Pharmacist
STU130026,17,F,class_12,science_pcb,cbse,81.51,80.74,70.03,63.95,4.5,4.15,4.32,3.22,3.51,3.59,4.06,2.59,4.42,1.5,4.14,Physiotherapist
STU060037,18,M,class_12,undecided,cbse,83.89,47.23,76.74,76.04,3.15,4.25,4.11,2.44,4.17,3.5,3.97,1.69,4.4,3.28,4.4,Mechanical Engineer
STU040020,14,M,class_9,science_pcm,state,77.04,67.6,98.0,72.33,2.61,4.13,2.91,2.53,2.19,2.74,4.0,2.58,2.19,3.03,2.46,Cybersecurity Analyst
STU010141,16,M,class_11,commerce,cbse,83.91,68.05,88.55,55.28,4.55,3.1,2.63,2.81,3.7,4.45,3.81,1.52,3.5,3.74,3.81,Software Engineer
STU060039,14,M,class_9,science_pcm,cbse,61.34,47.89,47.43,75.12,3.86,4.08,2.72,2.85,2.3,4.68,3.57,4.5,2.61,2.83,3.06,Mechanical Engineer
STU030024,15,F,class_10,science_pcm,state,70.35,58.1,80.28,69.31,4.61,4.07,3.4,4.53,1.56,3.09,4.09,2.91,1.67,3.77,1.71,AI/ML Engineer
STU010051,22,M,undergraduate,science_pcm,cbse,77.57,46.46,89.85,82.52,3.78,4.82,1.8,3.83,3.62,4.57,4.31,3.89,2.28,3.4,3.63,Software Engineer
STU050115,19,M,undergraduate,commerce,cbse,85.18,50.33,84.47,62.98,1.2,4.51,2.28,2.68,3.21,2.7,4.56,3.42,2.68,3.24,3.57,Cloud Architect
STU310082,15,M,class_9,science_pcb,cbse,72.07,83.89,84.94,97.82,3.28,4.19,3.23,3.63,1.56,2.47,4.34,1.15,4.74,4.57,3.3,Environmental Scientist
STU190141,17,F,class_12,arts,cbse,75.1,67.67,84.83,70.24,3.74,3.1,3.94,3.5,1.3,3.68,2.63,3.44,3.18,5.0,4.35,Entrepreneur
STU170047,19,M,undergraduate,commerce,ib,69.58,85.72,68.7,71.14,2.8,3.1,3.14,3.89,1.24,1.2,4.23,4.3,4.01,3.55,1.0,Digital Marketing Manager
STU340082,17,F,class_11,science_pcm,state,59.92,76.79,53.2,92.88,2.8,4.26,2.95,2.42,3.75,5.0,2.24,2.66,2.17,4.09,2.31,Airline Pilot
STU310011,17,F,class_12,science_pcb,state,85.67,76.92,79.37,100.0,5.0,4.15,3.44,3.15,1.08,3.67,3.53,2.28,4.0,5.0,3.8,Environmental Scientist
STU320040,16,M,class_11,arts,state,62.92,76.89,67.49,68.71,4.9,4.39,4.15,3.07,2.37,1.99,3.46,1.45,3.08,5.0,2.25,Sports Manager
STU220002,21,M,undergraduate,science_pcm,icse,24.86,58.98,39.72,74.6,4.23,4.15,3.73,2.98,1.93,3.58,4.33,4.83,3.06,2.76,3.33,UX/UI Designer
STU180117,16,F,class_11,science_pcm,icse,65.7,73.85,54.0,40.0,3.35,3.01,3.86,4.74,2.69,2.07,3.08,3.92,4.55,3.4,2.4,Product Manager
STU030107,20,M,undergraduate,science_pcm,icse,96.48,74.7,90.08,74.37,3.35,3.9,1.87,2.35,2.68,3.91,1.0,2.14,3.23,2.66,2.87,AI/ML Engineer
STU280127,17,F,class_11,undecided,icse,46.71,79.13,40.07,49.87,4.22,3.31,3.96,3.64,1.07,1.0,4.1,4.16,4.37,1.91,3.47,Content Writer
STU070105,17,F,class_11,undecided,cbse,82.47,58.04,75.48,96.92,4.1,3.72,2.0,4.82,3.61,3.88,4.13,3.27,3.61,3.13,3.47,Civil Engineer
STU310081,16,F,class_11,science_pcm,cbse,83.73,75.85,79.06,70.0,4.19,4.8,4.21,3.57,3.24,4.45,3.0,2.92,4.87,3.98,2.62,Environmental Scientist
STU060141,20,F,undergraduate,undecided,icse,61.9,67.5,87.08,81.86,3.75,3.76,2.61,2.42,3.1,4.81,2.85,3.86,1.99,2.89,2.32,Mechanical Engineer
STU170012,18,O,undergraduate,arts,state,90.45,77.54,95.42,53.17,3.66,4.18,4.21,3.49,1.41,1.73,3.1,3.25,4.34,1.37,3.77,Digital Marketing Manager
STU170146,18,M,class_12,commerce,state,60.36,70.4,56.93,68.5,2.8,4.4,4.15,2.54,3.46,1.22,3.9,1.87,4.53,4.98,1.84,Digital Marketing Manager
STU240137,21,F,undergraduate,science_pcm,cbse,54.07,60.44,47.21,75.02,4.56,2.3,2.61,3.41,3.82,2.38,4.0,4.0,2.8,4.71,1.0,Architect
STU160141,21,F,undergraduate,science_pcm,state,93.24,66.99,68.2,56.68,2.86,3.29,4.59,3.0,1.57,3.49,1.0,3.46,4.27,3.61,4.15,Management Consultant
STU280056,22,M,undergraduate,commerce,icse,75.95,94.53,76.49,35.0,3.83,3.23,4.22,3.59,2.05,1.44,1.0,3.47,4.35,3.83,3.28,Content Writer
STU010043,20,F,undergraduate,vocational,cbse,95.57,74.68,95.41,55.97,5.0,3.73,2.1,3.58,3.36,4.6,4.9,2.45,3.71,3.27,3.72,Software Engineer
STU190131,15,M,class_10,commerce,cbse,60.2,62.79,65.29,40.0,2.8,4.32,3.61,2.2,1.71,2.38,3.25,2.37,3.33,4.98,3.02,Entrepreneur
STU240007,19,M,undergraduate,science_pcm,icse,65.6,48.0,58.4,97.11,4.31,4.27,2.39,4.27,2.44,5.0,3.66,4.39,2.41,2.96,5.0,Architect
STU210023,21,M,undergraduate,arts,cbse,69.74,90.4,68.48,40.91,4.18,3.96,4.26,2.17,2.03,2.47,3.29,3.43,4.56,3.95,3.7,Civil Lawyer
STU030004,17,F,class_11,science_pcm,ib,69.55,48.5,84.18,80.78,3.4,4.8,5.0,3.17,1.39,3.64,4.74,2.38,1.85,1.72,3.29,AI/ML Engineer
STU310107,15,M,class_10,science_pcm,cbse,40.03,93.56,90.02,71.81,1.98,4.04,4.75,4.9,1.11,3.64,4.24,1.45,4.42,4.57,4.26,Environmental Scientist
STU270011,19,M,undergraduate,arts,state,82.75,62.56,76.64,76.38,4.24,3.35,4.61,3.77,2.28,2.55,1.96,4.72,1.13,4.0,1.27,Film Director
STU050065,14,M,class_9,undecided,state,84.59,57.76,86.55,68.51,4.38,3.8,3.89,2.8,3.01,5.0,2.31,2.25,1.84,2.56,2.39,Cloud Architect
STU080128,19,M,undergraduate,science_pcb,icse,85.35,100.0,97.05,68.25,2.66,1.65,3.91,5.0,3.28,1.84,4.0,1.21,4.38,2.93,2.68,Doctor (MBBS)
STU180127,18,F,class_12,science_pcm,ib,84.46,55.0,60.84,42.0,4.79,4.6,3.39,2.71,1.64,3.62,4.55,2.84,4.0,5.0,4.47,Product Manager
STU130148,19,F,undergraduate,science_pcb,icse,57.16,91.99,79.38,75.17,3.0,4.32,4.01,4.79,2.67,3.3,3.78,2.97,4.89,2.49,2.62,Physiotherapist
STU170102,18,M,undergraduate,commerce,state,68.65,70.24,30.63,74.37,3.88,3.17,4.17,3.76,1.99,2.05,3.37,3.91,3.55,4.47,2.76,Digital Marketing Manager
STU100124,17,M,class_11,science_pcb,cbse,92.0,72.61,94.74,85.0,3.21,3.66,2.2,3.68,1.56,2.63,4.67,3.16,3.4,1.79,3.08,Pharmacist
STU250036,16,M,class_10,arts,icse,84.0,69.91,36.28,68.13,3.94,4.18,3.21,2.35,3.36,1.9,3.76,4.17,3.58,1.7,2.21,Fashion Designer
STU320078,20,M,undergraduate,commerce,ib,61.92,100.0,62.02,55.07,3.9,4.37,3.44,1.2,2.37,1.26,2.0,1.52,3.46,5.0,3.5,Sports Manager
STU150033,16,M,class_10,commerce,state,71.75,50.01,76.6,59.58,1.9,3.7,3.45,2.62,4.0,1.4,3.84,2.3,3.83,2.57,3.97,Investment Banker
STU070127,17,F,class_12,science_pcm,cbse,75.79,60.59,76.08,82.1,2.27,3.84,1.76,3.98,2.16,4.55,2.94,2.68,1.27,1.5,1.89,Civil Engineer
STU200140,17,F,class_12,commerce,state,92.38,86.22,45.0,67.84,3.27,3.73,3.54,3.66,1.77,3.3,2.6,2.07,2.83,4.91,4.36,Corporate Lawyer
STU070062,15,F,class_9,science_pcm,cbse,48.0,35.0,48.9,71.26,3.47,4.18,3.2,3.76,1.49,4.49,4.5,4.03,3.0,1.5,1.58,Civil Engineer
STU200040,18,F,class_12,arts,icse,88.26,81.32,65.66,46.04,3.33,1.11,4.02,3.92,2.72,2.89,4.69,4.5,4.9,5.0,2.2,Corporate Lawyer
STU210022,21,M,undergraduate,undecided,state,83.52,80.26,69.93,45.54,3.99,3.62,2.64,2.04,1.54,2.01,1.74,3.51,3.01,4.15,2.2,Civil Lawyer
STU210016,20,F,undergraduate,commerce,ib,78.12,61.55,65.9,59.35,4.66,3.3,4.8,3.14,3.67,1.12,4.39,1.0,4.9,4.2,2.8,Civil Lawyer
STU300114,18,M,class_12,science_pcm,state,54.15,37.95,84.14,82.87,3.8,3.56,2.84,2.38,4.2,4.69,2.11,2.35,1.2,1.22,2.87,Defence Officer (Indian Armed Forces)
STU140060,16,F,class_11,commerce,cbse,92.68,69.69,82.52,74.3,3.7,4.78,4.21,2.35,1.3,3.2,4.0,2.83,3.16,3.35,4.29,Chartered Accountant
STU150050,17,M,class_11,arts,state,92.53,88.0,47.34,54.67,2.43,3.52,3.61,4.05,1.51,2.85,2.72,3.12,1.4,4.95,3.52,Investment Banker
STU240021,20,M,undergraduate,science_pcm,state,73.97,49.16,51.92,92.27,3.74,3.51,3.18,3.19,2.69,2.46,1.72,4.86,3.29,2.51,1.72,Architect
STU160089,18,F,undergraduate,commerce,state,75.18,74.34,87.24,57.38,3.89,4.34,4.71,4.81,2.32,1.92,2.71,2.02,3.1,4.19,3.24,Management Consultant
STU330091,17,M,class_11,arts,cbse,49.4,39.7,54.39,30.86,4.74,3.26,3.63,2.48,3.49,1.12,3.21,4.45,2.29,3.44,1.83,Chef / Culinary Arts
STU030005,15,O,class_10,science_pcm,state,81.07,79.77,83.26,72.69,3.53,3.71,2.95,2.98,3.27,3.04,4.23,2.85,2.57,1.9,2.44,AI/ML Engineer
STU100091,22,M,undergraduate,science_pcb,state,74.22,70.98,95.0,61.35,2.92,3.65,3.83,4.31,1.65,3.23,4.47,2.79,3.38,1.32,2.26,Pharmacist
STU100147,17,M,class_12,science_pcb,state,76.54,79.32,74.6,53.33,2.5,3.4,2.2,4.54,3.9,4.17,4.2,3.24,3.4,2.95,4.17,Pharmacist
STU180103,17,M,class_11,undecided,state,82.06,83.7,74.95,43.99,3.57,1.68,4.37,2.84,2.81,3.19,2.0,4.06,4.25,4.86,4.14,Product Manager
STU200026,15,M,class_10,commerce,state,94.61,93.09,54.63,39.75,3.14,3.78,4.33,4.14,1.65,1.1,2.13,1.5,2.92,3.28,4.9,Corporate Lawyer
STU070017,15,F,class_10,science_pcm,cbse,85.46,57.33,69.09,82.28,3.25,3.82,2.77,2.68,3.46,3.5,4.05,3.67,2.12,2.34,2.69,Civil Engineer
STU310071,17,M,class_12,science_pcb,cbse,57.19,74.16,85.18,92.65,4.82,5.0,5.0,4.22,1.71,3.27,4.16,2.99,4.81,4.76,2.7,Environmental Scientist
STU340067,21,M,undergraduate,science_pcm,cbse,47.34,46.26,45.0,94.39,2.1,3.72,4.6,2.7,3.47,5.0,2.28,3.76,2.1,3.64,2.3,Airline Pilot
STU190073,21,M,undergraduate,commerce,cbse,60.0,87.09,76.23,57.52,3.36,3.39,4.71,2.93,3.18,3.09,2.22,3.32,2.9,4.39,3.6,Entrepreneur
STU110125,18,M,class_12,science_pcm,state,96.84,88.05,64.32,59.64,2.79,4.6,3.64,4.02,3.9,4.08,4.67,3.57,3.72,4.73,2.54,Biomedical Engineer
STU270106,17,M,class_12,arts,icse,56.69,71.04,35.0,80.49,4.26,3.83,3.89,1.57,3.42,1.67,2.74,4.75,3.74,2.55,3.4,Film Director
STU060072,16,O,class_10,science_pcm,cbse,72.09,55.27,55.84,83.93,3.07,3.2,4.6,2.22,3.07,3.89,2.74,2.56,3.18,1.64,2.41,Mechanical Engineer
STU330039,17,F,class_12,commerce,icse,76.09,21.01,51.23,91.81,3.68,4.13,2.84,3.44,2.29,3.75,4.02,1.5,2.44,3.33,2.22,Chef / Culinary Arts
STU100005,16,F,class_11,science_pcb,state,89.87,45.53,94.0,69.84,4.81,4.34,3.23,3.9,2.22,4.2,3.97,3.7,5.0,1.76,2.35,Pharmacist
STU310091,17,F,class_11,science_pcb,ib,93.95,84.26,81.67,71.32,3.81,4.16,3.55,4.32,3.14,2.33,4.43,2.76,4.88,4.82,3.7,Environmental Scientist
